Repo,WindowStart,WindowEnd,HistLen,PredLen
dotnet/aspnetcore,2019-03,2024-02,48,12
dotnet/aspnetcore,2019-09,2024-08,48,12
dotnet/aspnetcore,2020-03,2025-02,48,12
dotnet/aspnetcore,2020-09,2025-08,48,12
dotnet/docs,2015-05,2020-04,48,12
dotnet/docs,2015-11,2020-10,48,12
dotnet/docs,2016-05,2021-04,48,12
dotnet/docs,2016-11,2021-10,48,12
dotnet/docs,2017-05,2022-04,48,12
dotnet/docs,2017-11,2022-10,48,12
dotnet/docs,2018-05,2023-04,48,12
dotnet/docs,2018-11,2023-10,48,12
dotnet/docs,2019-05,2024-04,48,12
dotnet/docs,2019-11,2024-10,48,12
dotnet/docs,2020-05,2025-04,48,12
dotnet/docs,2020-11,2025-10,48,12
dotnet/efcore,2014-01,2018-12,48,12
dotnet/efcore,2014-07,2019-06,48,12
dotnet/efcore,2015-01,2019-12,48,12
dotnet/efcore,2015-07,2020-06,48,12
dotnet/efcore,2016-01,2020-12,48,12
dotnet/efcore,2016-07,2021-06,48,12
dotnet/efcore,2017-01,2021-12,48,12
dotnet/efcore,2017-07,2022-06,48,12
dotnet/efcore,2018-01,2022-12,48,12
dotnet/efcore,2018-07,2023-06,48,12
dotnet/efcore,2019-01,2023-12,48,12
dotnet/efcore,2019-07,2024-06,48,12
dotnet/efcore,2020-01,2024-12,48,12
dotnet/efcore,2020-07,2025-06,48,12
dotnet/efcore,2021-01,2025-12,48,12
dotnet/maui,2020-05,2025-04,48,12
dotnet/maui,2020-11,2025-10,48,12
dotnet/roslyn,2015-01,2019-12,48,12
dotnet/roslyn,2015-07,2020-06,48,12
dotnet/roslyn,2016-01,2020-12,48,12
dotnet/roslyn,2016-07,2021-06,48,12
dotnet/roslyn,2017-01,2021-12,48,12
dotnet/roslyn,2017-07,2022-06,48,12
dotnet/roslyn,2018-01,2022-12,48,12
dotnet/roslyn,2018-07,2023-06,48,12
dotnet/roslyn,2019-01,2023-12,48,12
dotnet/roslyn,2019-07,2024-06,48,12
dotnet/roslyn,2020-01,2024-12,48,12
dotnet/roslyn,2020-07,2025-06,48,12
dotnet/roslyn,2021-01,2025-12,48,12
dotnet/runtime,2019-09,2024-08,48,12
dotnet/runtime,2020-03,2025-02,48,12
dotnet/runtime,2020-09,2025-08,48,12
dotnet/sdk,2016-07,2021-06,48,12
dotnet/sdk,2017-01,2021-12,48,12
dotnet/sdk,2017-07,2022-06,48,12
dotnet/sdk,2018-01,2022-12,48,12
dotnet/sdk,2018-07,2023-06,48,12
dotnet/sdk,2019-01,2023-12,48,12
dotnet/sdk,2019-07,2024-06,48,12
dotnet/sdk,2020-01,2024-12,48,12
dotnet/sdk,2020-07,2025-06,48,12
dotnet/sdk,2021-01,2025-12,48,12
duckdb/duckdb,2018-06,2023-05,48,12
duckdb/duckdb,2018-12,2023-11,48,12
duckdb/duckdb,2019-06,2024-05,48,12
duckdb/duckdb,2019-12,2024-11,48,12
duckdb/duckdb,2020-06,2025-05,48,12
duckdb/duckdb,2020-12,2025-11,48,12
duneanalytics/spellbook,2020-01,2024-12,48,12
duneanalytics/spellbook,2020-07,2025-06,48,12
duneanalytics/spellbook,2021-01,2025-12,48,12
easybuilders/easybuild-easyconfigs,2012-10,2017-09,48,12
easybuilders/easybuild-easyconfigs,2013-04,2018-03,48,12
easybuilders/easybuild-easyconfigs,2013-10,2018-09,48,12
easybuilders/easybuild-easyconfigs,2014-04,2019-03,48,12
easybuilders/easybuild-easyconfigs,2014-10,2019-09,48,12
easybuilders/easybuild-easyconfigs,2015-04,2020-03,48,12
easybuilders/easybuild-easyconfigs,2015-10,2020-09,48,12
easybuilders/easybuild-easyconfigs,2016-04,2021-03,48,12
easybuilders/easybuild-easyconfigs,2016-10,2021-09,48,12
easybuilders/easybuild-easyconfigs,2017-04,2022-03,48,12
easybuilders/easybuild-easyconfigs,2017-10,2022-09,48,12
easybuilders/easybuild-easyconfigs,2018-04,2023-03,48,12
easybuilders/easybuild-easyconfigs,2018-10,2023-09,48,12
easybuilders/easybuild-easyconfigs,2019-04,2024-03,48,12
easybuilders/easybuild-easyconfigs,2019-10,2024-09,48,12
easybuilders/easybuild-easyconfigs,2020-04,2025-03,48,12
easybuilders/easybuild-easyconfigs,2020-10,2025-09,48,12
eclipse-openj9/openj9,2017-08,2022-07,48,12
eclipse-openj9/openj9,2018-02,2023-01,48,12
eclipse-openj9/openj9,2018-08,2023-07,48,12
eclipse-openj9/openj9,2019-02,2024-01,48,12
eclipse-openj9/openj9,2019-08,2024-07,48,12
eclipse-openj9/openj9,2020-02,2025-01,48,12
eclipse-openj9/openj9,2020-08,2025-07,48,12
elastic/beats,2014-02,2019-01,48,12
elastic/beats,2014-08,2019-07,48,12
elastic/beats,2015-02,2020-01,48,12
elastic/beats,2015-08,2020-07,48,12
elastic/beats,2016-02,2021-01,48,12
elastic/beats,2016-08,2021-07,48,12
elastic/beats,2017-02,2022-01,48,12
elastic/beats,2017-08,2022-07,48,12
elastic/beats,2018-02,2023-01,48,12
elastic/beats,2018-08,2023-07,48,12
elastic/beats,2019-02,2024-01,48,12
elastic/beats,2019-08,2024-07,48,12
elastic/beats,2020-02,2025-01,48,12
elastic/beats,2020-08,2025-07,48,12
elastic/elasticsearch,2010-02,2015-01,48,12
elastic/elasticsearch,2010-08,2015-07,48,12
elastic/elasticsearch,2011-02,2016-01,48,12
elastic/elasticsearch,2011-08,2016-07,48,12
elastic/elasticsearch,2012-02,2017-01,48,12
elastic/elasticsearch,2012-08,2017-07,48,12
elastic/elasticsearch,2013-02,2018-01,48,12
elastic/elasticsearch,2013-08,2018-07,48,12
elastic/elasticsearch,2014-02,2019-01,48,12
elastic/elasticsearch,2014-08,2019-07,48,12
elastic/elasticsearch,2015-02,2020-01,48,12
elastic/elasticsearch,2015-08,2020-07,48,12
elastic/elasticsearch,2016-02,2021-01,48,12
elastic/elasticsearch,2016-08,2021-07,48,12
elastic/elasticsearch,2017-02,2022-01,48,12
elastic/elasticsearch,2017-08,2022-07,48,12
elastic/elasticsearch,2018-02,2023-01,48,12
elastic/elasticsearch,2018-08,2023-07,48,12
elastic/elasticsearch,2019-02,2024-01,48,12
elastic/elasticsearch,2019-08,2024-07,48,12
elastic/elasticsearch,2020-02,2025-01,48,12
elastic/elasticsearch,2020-08,2025-07,48,12
elastic/kibana,2013-01,2017-12,48,12
elastic/kibana,2013-07,2018-06,48,12
elastic/kibana,2014-01,2018-12,48,12
elastic/kibana,2014-07,2019-06,48,12
elastic/kibana,2015-01,2019-12,48,12
elastic/kibana,2015-07,2020-06,48,12
elastic/kibana,2016-01,2020-12,48,12
elastic/kibana,2016-07,2021-06,48,12
elastic/kibana,2017-01,2021-12,48,12
elastic/kibana,2017-07,2022-06,48,12
elastic/kibana,2018-01,2022-12,48,12
elastic/kibana,2018-07,2023-06,48,12
elastic/kibana,2019-01,2023-12,48,12
elastic/kibana,2019-07,2024-06,48,12
elastic/kibana,2020-01,2024-12,48,12
elastic/kibana,2020-07,2025-06,48,12
elastic/kibana,2021-01,2025-12,48,12
electron/electron,2013-04,2018-03,48,12
electron/electron,2013-10,2018-09,48,12
electron/electron,2014-04,2019-03,48,12
electron/electron,2014-10,2019-09,48,12
electron/electron,2015-04,2020-03,48,12
electron/electron,2015-10,2020-09,48,12
electron/electron,2016-04,2021-03,48,12
electron/electron,2016-10,2021-09,48,12
electron/electron,2017-04,2022-03,48,12
electron/electron,2017-10,2022-09,48,12
electron/electron,2018-04,2023-03,48,12
electron/electron,2018-10,2023-09,48,12
electron/electron,2019-04,2024-03,48,12
electron/electron,2019-10,2024-09,48,12
electron/electron,2020-04,2025-03,48,12
electron/electron,2020-10,2025-09,48,12
element-plus/element-plus,2020-07,2025-06,48,12
element-plus/element-plus,2021-01,2025-12,48,12
elementor/elementor,2016-05,2021-04,48,12
elementor/elementor,2016-11,2021-10,48,12
elementor/elementor,2017-05,2022-04,48,12
elementor/elementor,2017-11,2022-10,48,12
elementor/elementor,2018-05,2023-04,48,12
elementor/elementor,2018-11,2023-10,48,12
elementor/elementor,2019-05,2024-04,48,12
elementor/elementor,2019-11,2024-10,48,12
elementor/elementor,2020-05,2025-04,48,12
elementor/elementor,2020-11,2025-10,48,12
envoyproxy/envoy,2016-08,2021-07,48,12
envoyproxy/envoy,2017-02,2022-01,48,12
envoyproxy/envoy,2017-08,2022-07,48,12
envoyproxy/envoy,2018-02,2023-01,48,12
envoyproxy/envoy,2018-08,2023-07,48,12
envoyproxy/envoy,2019-02,2024-01,48,12
envoyproxy/envoy,2019-08,2024-07,48,12
envoyproxy/envoy,2020-02,2025-01,48,12
envoyproxy/envoy,2020-08,2025-07,48,12
erigontech/erigon,2019-05,2024-04,48,12
erigontech/erigon,2019-11,2024-10,48,12
erigontech/erigon,2020-05,2025-04,48,12
erigontech/erigon,2020-11,2025-10,48,12
espressif/esp-idf,2016-08,2021-07,48,12
espressif/esp-idf,2017-02,2022-01,48,12
espressif/esp-idf,2017-08,2022-07,48,12
espressif/esp-idf,2018-02,2023-01,48,12
espressif/esp-idf,2018-08,2023-07,48,12
espressif/esp-idf,2019-02,2024-01,48,12
espressif/esp-idf,2019-08,2024-07,48,12
espressif/esp-idf,2020-02,2025-01,48,12
espressif/esp-idf,2020-08,2025-07,48,12
etcd-io/etcd,2013-07,2018-06,48,12
etcd-io/etcd,2014-01,2018-12,48,12
etcd-io/etcd,2014-07,2019-06,48,12
etcd-io/etcd,2015-01,2019-12,48,12
etcd-io/etcd,2015-07,2020-06,48,12
etcd-io/etcd,2016-01,2020-12,48,12
etcd-io/etcd,2016-07,2021-06,48,12
etcd-io/etcd,2017-01,2021-12,48,12
etcd-io/etcd,2017-07,2022-06,48,12
etcd-io/etcd,2018-01,2022-12,48,12
etcd-io/etcd,2018-07,2023-06,48,12
etcd-io/etcd,2019-01,2023-12,48,12
etcd-io/etcd,2019-07,2024-06,48,12
etcd-io/etcd,2020-01,2024-12,48,12
etcd-io/etcd,2020-07,2025-06,48,12
etcd-io/etcd,2021-01,2025-12,48,12
ethereum-optimism/optimism,2020-02,2025-01,48,12
ethereum-optimism/optimism,2020-08,2025-07,48,12
ethereum/ethereum-org-website,2018-01,2022-12,48,12
ethereum/ethereum-org-website,2018-07,2023-06,48,12
ethereum/ethereum-org-website,2019-01,2023-12,48,12
ethereum/ethereum-org-website,2019-07,2024-06,48,12
ethereum/ethereum-org-website,2020-01,2024-12,48,12
ethereum/ethereum-org-website,2020-07,2025-06,48,12
ethereum/ethereum-org-website,2021-01,2025-12,48,12
ethereum/go-ethereum,2013-12,2018-11,48,12
ethereum/go-ethereum,2014-06,2019-05,48,12
ethereum/go-ethereum,2014-12,2019-11,48,12
ethereum/go-ethereum,2015-06,2020-05,48,12
ethereum/go-ethereum,2015-12,2020-11,48,12
ethereum/go-ethereum,2016-06,2021-05,48,12
ethereum/go-ethereum,2016-12,2021-11,48,12
ethereum/go-ethereum,2017-06,2022-05,48,12
ethereum/go-ethereum,2017-12,2022-11,48,12
ethereum/go-ethereum,2018-06,2023-05,48,12
ethereum/go-ethereum,2018-12,2023-11,48,12
ethereum/go-ethereum,2019-06,2024-05,48,12
ethereum/go-ethereum,2019-12,2024-11,48,12
ethereum/go-ethereum,2020-06,2025-05,48,12
ethereum/go-ethereum,2020-12,2025-11,48,12
eugenp/tutorials,2013-04,2018-03,48,12
eugenp/tutorials,2013-10,2018-09,48,12
eugenp/tutorials,2014-04,2019-03,48,12
eugenp/tutorials,2014-10,2019-09,48,12
eugenp/tutorials,2015-04,2020-03,48,12
eugenp/tutorials,2015-10,2020-09,48,12
eugenp/tutorials,2016-04,2021-03,48,12
eugenp/tutorials,2016-10,2021-09,48,12
eugenp/tutorials,2017-04,2022-03,48,12
eugenp/tutorials,2017-10,2022-09,48,12
eugenp/tutorials,2018-04,2023-03,48,12
eugenp/tutorials,2018-10,2023-09,48,12
eugenp/tutorials,2019-04,2024-03,48,12
eugenp/tutorials,2019-10,2024-09,48,12
eugenp/tutorials,2020-04,2025-03,48,12
eugenp/tutorials,2020-10,2025-09,48,12
evanw/esbuild,2016-06,2021-05,48,12
evanw/esbuild,2016-12,2021-11,48,12
evanw/esbuild,2017-06,2022-05,48,12
evanw/esbuild,2017-12,2022-11,48,12
evanw/esbuild,2018-06,2023-05,48,12
evanw/esbuild,2018-12,2023-11,48,12
evanw/esbuild,2019-06,2024-05,48,12
evanw/esbuild,2019-12,2024-11,48,12
evanw/esbuild,2020-06,2025-05,48,12
evanw/esbuild,2020-12,2025-11,48,12
evcc-io/evcc,2019-12,2024-11,48,12
evcc-io/evcc,2020-06,2025-05,48,12
evcc-io/evcc,2020-12,2025-11,48,12
Expensify/App,2020-08,2025-07,48,12
expo/expo,2016-08,2021-07,48,12
expo/expo,2017-02,2022-01,48,12
expo/expo,2017-08,2022-07,48,12
expo/expo,2018-02,2023-01,48,12
expo/expo,2018-08,2023-07,48,12
expo/expo,2019-02,2024-01,48,12
expo/expo,2019-08,2024-07,48,12
expo/expo,2020-02,2025-01,48,12
expo/expo,2020-08,2025-07,48,12
expressjs/express,2009-06,2014-05,48,12
expressjs/express,2009-12,2014-11,48,12
expressjs/express,2010-06,2015-05,48,12
expressjs/express,2010-12,2015-11,48,12
expressjs/express,2011-06,2016-05,48,12
expressjs/express,2011-12,2016-11,48,12
expressjs/express,2012-06,2017-05,48,12
expressjs/express,2012-12,2017-11,48,12
expressjs/express,2013-06,2018-05,48,12
expressjs/express,2013-12,2018-11,48,12
expressjs/express,2014-06,2019-05,48,12
expressjs/express,2014-12,2019-11,48,12
expressjs/express,2015-06,2020-05,48,12
expressjs/express,2015-12,2020-11,48,12
expressjs/express,2016-06,2021-05,48,12
expressjs/express,2016-12,2021-11,48,12
expressjs/express,2017-06,2022-05,48,12
expressjs/express,2017-12,2022-11,48,12
expressjs/express,2018-06,2023-05,48,12
expressjs/express,2018-12,2023-11,48,12
expressjs/express,2019-06,2024-05,48,12
expressjs/express,2019-12,2024-11,48,12
expressjs/express,2020-06,2025-05,48,12
expressjs/express,2020-12,2025-11,48,12
facebook/react-native,2015-01,2019-12,48,12
facebook/react-native,2015-07,2020-06,48,12
facebook/react-native,2016-01,2020-12,48,12
facebook/react-native,2016-07,2021-06,48,12
facebook/react-native,2017-01,2021-12,48,12
facebook/react-native,2017-07,2022-06,48,12
facebook/react-native,2018-01,2022-12,48,12
facebook/react-native,2018-07,2023-06,48,12
facebook/react-native,2019-01,2023-12,48,12
facebook/react-native,2019-07,2024-06,48,12
facebook/react-native,2020-01,2024-12,48,12
facebook/react-native,2020-07,2025-06,48,12
facebook/react-native,2021-01,2025-12,48,12
fastapi/fastapi,2018-12,2023-11,48,12
fastapi/fastapi,2019-06,2024-05,48,12
fastapi/fastapi,2019-12,2024-11,48,12
fastapi/fastapi,2020-06,2025-05,48,12
fastapi/fastapi,2020-12,2025-11,48,12
firebase/firebase-tools,2013-12,2018-11,48,12
firebase/firebase-tools,2014-06,2019-05,48,12
firebase/firebase-tools,2014-12,2019-11,48,12
firebase/firebase-tools,2015-06,2020-05,48,12
firebase/firebase-tools,2015-12,2020-11,48,12
firebase/firebase-tools,2016-06,2021-05,48,12
firebase/firebase-tools,2016-12,2021-11,48,12
firebase/firebase-tools,2017-06,2022-05,48,12
firebase/firebase-tools,2017-12,2022-11,48,12
firebase/firebase-tools,2018-06,2023-05,48,12
firebase/firebase-tools,2018-12,2023-11,48,12
firebase/firebase-tools,2019-06,2024-05,48,12
firebase/firebase-tools,2019-12,2024-11,48,12
firebase/firebase-tools,2020-06,2025-05,48,12
firebase/firebase-tools,2020-12,2025-11,48,12
firebase/flutterfire,2019-08,2024-07,48,12
firebase/flutterfire,2020-02,2025-01,48,12
firebase/flutterfire,2020-08,2025-07,48,12
firstcontributions/first-contributions,2016-09,2021-08,48,12
firstcontributions/first-contributions,2017-03,2022-02,48,12
firstcontributions/first-contributions,2017-09,2022-08,48,12
firstcontributions/first-contributions,2018-03,2023-02,48,12
firstcontributions/first-contributions,2018-09,2023-08,48,12
firstcontributions/first-contributions,2019-03,2024-02,48,12
firstcontributions/first-contributions,2019-09,2024-08,48,12
firstcontributions/first-contributions,2020-03,2025-02,48,12
firstcontributions/first-contributions,2020-09,2025-08,48,12
fleetdm/fleet,2020-11,2025-10,48,12
flutter/engine,2015-07,2020-06,48,12
flutter/engine,2016-01,2020-12,48,12
flutter/engine,2016-07,2021-06,48,12
flutter/engine,2017-01,2021-12,48,12
flutter/engine,2017-07,2022-06,48,12
flutter/engine,2018-01,2022-12,48,12
flutter/engine,2018-07,2023-06,48,12
flutter/engine,2019-01,2023-12,48,12
flutter/engine,2019-07,2024-06,48,12
flutter/engine,2020-01,2024-12,48,12
flutter/engine,2020-07,2025-06,48,12
flutter/engine,2021-01,2025-12,48,12
flutter/flutter,2015-03,2020-02,48,12
flutter/flutter,2015-09,2020-08,48,12
flutter/flutter,2016-03,2021-02,48,12
flutter/flutter,2016-09,2021-08,48,12
flutter/flutter,2017-03,2022-02,48,12
flutter/flutter,2017-09,2022-08,48,12
flutter/flutter,2018-03,2023-02,48,12
flutter/flutter,2018-09,2023-08,48,12
flutter/flutter,2019-03,2024-02,48,12
flutter/flutter,2019-09,2024-08,48,12
flutter/flutter,2020-03,2025-02,48,12
flutter/flutter,2020-09,2025-08,48,12
frappe/erpnext,2011-06,2016-05,48,12
frappe/erpnext,2011-12,2016-11,48,12
frappe/erpnext,2012-06,2017-05,48,12
frappe/erpnext,2012-12,2017-11,48,12
frappe/erpnext,2013-06,2018-05,48,12
frappe/erpnext,2013-12,2018-11,48,12
frappe/erpnext,2014-06,2019-05,48,12
frappe/erpnext,2014-12,2019-11,48,12
frappe/erpnext,2015-06,2020-05,48,12
frappe/erpnext,2015-12,2020-11,48,12
frappe/erpnext,2016-06,2021-05,48,12
frappe/erpnext,2016-12,2021-11,48,12
frappe/erpnext,2017-06,2022-05,48,12
frappe/erpnext,2017-12,2022-11,48,12
frappe/erpnext,2018-06,2023-05,48,12
frappe/erpnext,2018-12,2023-11,48,12
frappe/erpnext,2019-06,2024-05,48,12
frappe/erpnext,2019-12,2024-11,48,12
frappe/erpnext,2020-06,2025-05,48,12
frappe/erpnext,2020-12,2025-11,48,12
frappe/frappe,2011-06,2016-05,48,12
frappe/frappe,2011-12,2016-11,48,12
frappe/frappe,2012-06,2017-05,48,12
frappe/frappe,2012-12,2017-11,48,12
frappe/frappe,2013-06,2018-05,48,12
frappe/frappe,2013-12,2018-11,48,12
frappe/frappe,2014-06,2019-05,48,12
frappe/frappe,2014-12,2019-11,48,12
frappe/frappe,2015-06,2020-05,48,12
frappe/frappe,2015-12,2020-11,48,12
frappe/frappe,2016-06,2021-05,48,12
frappe/frappe,2016-12,2021-11,48,12
frappe/frappe,2017-06,2022-05,48,12
frappe/frappe,2017-12,2022-11,48,12
frappe/frappe,2018-06,2023-05,48,12
frappe/frappe,2018-12,2023-11,48,12
frappe/frappe,2019-06,2024-05,48,12
frappe/frappe,2019-12,2024-11,48,12
frappe/frappe,2020-06,2025-05,48,12
frappe/frappe,2020-12,2025-11,48,12
FreeCAD/FreeCAD,2012-09,2017-08,48,12
FreeCAD/FreeCAD,2013-03,2018-02,48,12
FreeCAD/FreeCAD,2013-09,2018-08,48,12
FreeCAD/FreeCAD,2014-03,2019-02,48,12
FreeCAD/FreeCAD,2014-09,2019-08,48,12
FreeCAD/FreeCAD,2015-03,2020-02,48,12
FreeCAD/FreeCAD,2015-09,2020-08,48,12
FreeCAD/FreeCAD,2016-03,2021-02,48,12
FreeCAD/FreeCAD,2016-09,2021-08,48,12
FreeCAD/FreeCAD,2017-03,2022-02,48,12
FreeCAD/FreeCAD,2017-09,2022-08,48,12
FreeCAD/FreeCAD,2018-03,2023-02,48,12
FreeCAD/FreeCAD,2018-09,2023-08,48,12
FreeCAD/FreeCAD,2019-03,2024-02,48,12
FreeCAD/FreeCAD,2019-09,2024-08,48,12
FreeCAD/FreeCAD,2020-03,2025-02,48,12
FreeCAD/FreeCAD,2020-09,2025-08,48,12
freeCodeCamp/freeCodeCamp,2014-12,2019-11,48,12
freeCodeCamp/freeCodeCamp,2015-06,2020-05,48,12
freeCodeCamp/freeCodeCamp,2015-12,2020-11,48,12
freeCodeCamp/freeCodeCamp,2016-06,2021-05,48,12
freeCodeCamp/freeCodeCamp,2016-12,2021-11,48,12
freeCodeCamp/freeCodeCamp,2017-06,2022-05,48,12
freeCodeCamp/freeCodeCamp,2017-12,2022-11,48,12
freeCodeCamp/freeCodeCamp,2018-06,2023-05,48,12
freeCodeCamp/freeCodeCamp,2018-12,2023-11,48,12
freeCodeCamp/freeCodeCamp,2019-06,2024-05,48,12
freeCodeCamp/freeCodeCamp,2019-12,2024-11,48,12
freeCodeCamp/freeCodeCamp,2020-06,2025-05,48,12
freeCodeCamp/freeCodeCamp,2020-12,2025-11,48,12
FRRouting/frr,2016-12,2021-11,48,12
FRRouting/frr,2017-06,2022-05,48,12
FRRouting/frr,2017-12,2022-11,48,12
FRRouting/frr,2018-06,2023-05,48,12
FRRouting/frr,2018-12,2023-11,48,12
FRRouting/frr,2019-06,2024-05,48,12
FRRouting/frr,2019-12,2024-11,48,12
FRRouting/frr,2020-06,2025-05,48,12
FRRouting/frr,2020-12,2025-11,48,12
FunkinCrew/Funkin,2020-10,2025-09,48,12
gentoo/gentoo,2015-08,2020-07,48,12
gentoo/gentoo,2016-02,2021-01,48,12
gentoo/gentoo,2016-08,2021-07,48,12
gentoo/gentoo,2017-02,2022-01,48,12
gentoo/gentoo,2017-08,2022-07,48,12
gentoo/gentoo,2018-02,2023-01,48,12
gentoo/gentoo,2018-08,2023-07,48,12
gentoo/gentoo,2019-02,2024-01,48,12
gentoo/gentoo,2019-08,2024-07,48,12
gentoo/gentoo,2020-02,2025-01,48,12
gentoo/gentoo,2020-08,2025-07,48,12
getsentry/sentry,2010-08,2015-07,48,12
getsentry/sentry,2011-02,2016-01,48,12
getsentry/sentry,2011-08,2016-07,48,12
getsentry/sentry,2012-02,2017-01,48,12
getsentry/sentry,2012-08,2017-07,48,12
getsentry/sentry,2013-02,2018-01,48,12
getsentry/sentry,2013-08,2018-07,48,12
getsentry/sentry,2014-02,2019-01,48,12
getsentry/sentry,2014-08,2019-07,48,12
getsentry/sentry,2015-02,2020-01,48,12
getsentry/sentry,2015-08,2020-07,48,12
getsentry/sentry,2016-02,2021-01,48,12
getsentry/sentry,2016-08,2021-07,48,12
getsentry/sentry,2017-02,2022-01,48,12
getsentry/sentry,2017-08,2022-07,48,12
getsentry/sentry,2018-02,2023-01,48,12
getsentry/sentry,2018-08,2023-07,48,12
getsentry/sentry,2019-02,2024-01,48,12
getsentry/sentry,2019-08,2024-07,48,12
getsentry/sentry,2020-02,2025-01,48,12
getsentry/sentry,2020-08,2025-07,48,12
getsentry/sentry-javascript,2012-02,2017-01,48,12
getsentry/sentry-javascript,2012-08,2017-07,48,12
getsentry/sentry-javascript,2013-02,2018-01,48,12
getsentry/sentry-javascript,2013-08,2018-07,48,12
getsentry/sentry-javascript,2014-02,2019-01,48,12
getsentry/sentry-javascript,2014-08,2019-07,48,12
getsentry/sentry-javascript,2015-02,2020-01,48,12
getsentry/sentry-javascript,2015-08,2020-07,48,12
getsentry/sentry-javascript,2016-02,2021-01,48,12
getsentry/sentry-javascript,2016-08,2021-07,48,12
getsentry/sentry-javascript,2017-02,2022-01,48,12
getsentry/sentry-javascript,2017-08,2022-07,48,12
getsentry/sentry-javascript,2018-02,2023-01,48,12
getsentry/sentry-javascript,2018-08,2023-07,48,12
getsentry/sentry-javascript,2019-02,2024-01,48,12
getsentry/sentry-javascript,2019-08,2024-07,48,12
getsentry/sentry-javascript,2020-02,2025-01,48,12
getsentry/sentry-javascript,2020-08,2025-07,48,12
github/codeql,2018-07,2023-06,48,12
github/codeql,2019-01,2023-12,48,12
github/codeql,2019-07,2024-06,48,12
github/codeql,2020-01,2024-12,48,12
github/codeql,2020-07,2025-06,48,12
github/codeql,2021-01,2025-12,48,12
git/git,2008-07,2013-06,48,12
git/git,2009-01,2013-12,48,12
git/git,2009-07,2014-06,48,12
git/git,2010-01,2014-12,48,12
git/git,2010-07,2015-06,48,12
git/git,2011-01,2015-12,48,12
git/git,2011-07,2016-06,48,12
git/git,2012-01,2016-12,48,12
git/git,2012-07,2017-06,48,12
git/git,2013-01,2017-12,48,12
git/git,2013-07,2018-06,48,12
git/git,2014-01,2018-12,48,12
git/git,2014-07,2019-06,48,12
git/git,2015-01,2019-12,48,12
git/git,2015-07,2020-06,48,12
git/git,2016-01,2020-12,48,12
git/git,2016-07,2021-06,48,12
git/git,2017-01,2021-12,48,12
git/git,2017-07,2022-06,48,12
git/git,2018-01,2022-12,48,12
git/git,2018-07,2023-06,48,12
git/git,2019-01,2023-12,48,12
git/git,2019-07,2024-06,48,12
git/git,2020-01,2024-12,48,12
git/git,2020-07,2025-06,48,12
git/git,2021-01,2025-12,48,12
go-gitea/gitea,2016-11,2021-10,48,12
go-gitea/gitea,2017-05,2022-04,48,12
go-gitea/gitea,2017-11,2022-10,48,12
go-gitea/gitea,2018-05,2023-04,48,12
go-gitea/gitea,2018-11,2023-10,48,12
go-gitea/gitea,2019-05,2024-04,48,12
go-gitea/gitea,2019-11,2024-10,48,12
go-gitea/gitea,2020-05,2025-04,48,12
go-gitea/gitea,2020-11,2025-10,48,12
goauthentik/authentik,2019-12,2024-11,48,12
goauthentik/authentik,2020-06,2025-05,48,12
goauthentik/authentik,2020-12,2025-11,48,12
godotengine/godot,2014-01,2018-12,48,12
godotengine/godot,2014-07,2019-06,48,12
godotengine/godot,2015-01,2019-12,48,12
godotengine/godot,2015-07,2020-06,48,12
godotengine/godot,2016-01,2020-12,48,12
godotengine/godot,2016-07,2021-06,48,12
godotengine/godot,2017-01,2021-12,48,12
godotengine/godot,2017-07,2022-06,48,12
godotengine/godot,2018-01,2022-12,48,12
godotengine/godot,2018-07,2023-06,48,12
godotengine/godot,2019-01,2023-12,48,12
godotengine/godot,2019-07,2024-06,48,12
godotengine/godot,2020-01,2024-12,48,12
godotengine/godot,2020-07,2025-06,48,12
godotengine/godot,2021-01,2025-12,48,12
godotengine/godot-proposals,2019-04,2024-03,48,12
godotengine/godot-proposals,2019-10,2024-09,48,12
godotengine/godot-proposals,2020-04,2025-03,48,12
godotengine/godot-proposals,2020-10,2025-09,48,12
golang/go,2014-08,2019-07,48,12
golang/go,2015-02,2020-01,48,12
golang/go,2015-08,2020-07,48,12
golang/go,2016-02,2021-01,48,12
golang/go,2016-08,2021-07,48,12
golang/go,2017-02,2022-01,48,12
golang/go,2017-08,2022-07,48,12
golang/go,2018-02,2023-01,48,12
golang/go,2018-08,2023-07,48,12
golang/go,2019-02,2024-01,48,12
golang/go,2019-08,2024-07,48,12
golang/go,2020-02,2025-01,48,12
golang/go,2020-08,2025-07,48,12
GoogleCloudPlatform/magic-modules,2017-12,2022-11,48,12
GoogleCloudPlatform/magic-modules,2018-06,2023-05,48,12
GoogleCloudPlatform/magic-modules,2018-12,2023-11,48,12
GoogleCloudPlatform/magic-modules,2019-06,2024-05,48,12
GoogleCloudPlatform/magic-modules,2019-12,2024-11,48,12
GoogleCloudPlatform/magic-modules,2020-06,2025-05,48,12
GoogleCloudPlatform/magic-modules,2020-12,2025-11,48,12
goonstation/goonstation,2020-04,2025-03,48,12
goonstation/goonstation,2020-10,2025-09,48,12
gradio-app/gradio,2018-12,2023-11,48,12
gradio-app/gradio,2019-06,2024-05,48,12
gradio-app/gradio,2019-12,2024-11,48,12
gradio-app/gradio,2020-06,2025-05,48,12
gradio-app/gradio,2020-12,2025-11,48,12
gradle/gradle,2009-09,2014-08,48,12
gradle/gradle,2010-03,2015-02,48,12
